個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.6.30,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：６月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.6.30,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3153,"事業用：６月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.6.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",97,"６月分住商オットー１０％割引本部負担金",11,,,,貸,売,
H27.6.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",577,"６月分ＱＶＣ・ＨＰクーポン",11,,,,貸,売,
H27.6.30,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,607287,"６月分リフォームＳ㈱",,,,,,,
H27.7.1,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.1,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"京浜交通㈱　タクシー代",11,,,,借,仕,
H27.7.2,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,2591,"㈱大戸屋　接待飲食代",11,,,,借,仕,
H27.7.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,340,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.7.2,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,216,"パステル　金封代",11,,,,借,仕,
H27.7.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,810,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.7.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4968,"事業用：ヨックモック　従業員残業食事代",11,,,,借,仕,
H27.7.3,0,,"",316,"預　　り　　金",1,"・給与源泉所得税",101,"現　　　　　金",,,1934,"１〜６月分・給与源泉所得税",,,,,,,
H27.7.3,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,5016,"事業用：はま寿司　従業員残業食事代",11,,,,借,仕,
H27.7.4,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,322,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.5,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,580,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.5,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1017,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.7.5,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,936,"イオン東神奈川店　コピー用紙・FAXインクリボン代",11,,,,借,仕,
H27.7.6,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,507,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.6,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3725,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.7.7,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4146,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.7.7,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1944,"㈱髙島屋　得意先贈答品",11,,,,借,仕,
H27.7.8,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.8,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4752,"事業用：アクアステーション　従業員水代",11,,,,借,仕,
H27.7.8,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.7.8,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,910,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
H27.7.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：モロゾフ　従業員おやつ代",11,,,,借,仕,
H27.7.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,6480,"事業用：カゴメ健康直送便　従業員ジュース代",11,,,,借,仕,
H27.7.13,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,430,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.17,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"７月分駐車場：大久保駐車場",,,,,,,
H27.7.17,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,16710,"ＪＲ東日本　出張乗車券代",11,,,,借,仕,
H27.7.17,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,7000,"原昭夫　川崎市　市民税・県民税",,,,,,,
H27.7.17,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,27000,"原悦子　川崎市　市民税・県民税",,,,,,,
H27.7.17,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,216,"事業用：サンマルクカフェ　従業員おやつ代",11,,,,借,仕,
H27.7.17,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,399,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.18,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,33300,"ＪＲ東日本　出張乗車券代",11,,,,借,仕,
H27.7.18,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4179,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.7.18,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"７月分駐車場：宮田千鶴子",,,,,,,
H27.7.19,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,172,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.19,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33920,"国民健康保険料",,,,,,,
H27.7.19,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3535,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.7.20,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,306,"原　悦子　電車代：新城→東神奈川",11,,,,借,仕,
H27.7.20,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,508,"共　通：ヴィドフランス　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,250,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.7.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,1112,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.7.21,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,72,"横浜西神奈川〒　はがき代",11,,,,借,仕,
H27.7.21,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,1800,"横浜西神奈川〒　レターパック代",11,,,,借,仕,
H27.7.21,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.23,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,976,"イオン東神奈川店　ボタンつけ糸代",11,,,,借,仕,
H27.7.24,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,2390,"㈲只内クリーニング　クリーニング代",11,,,,借,仕,
H27.7.24,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"長谷川タクシー　タクシー代",11,,,,借,仕,
H27.7.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1380,"事業用：サーティワンアイスクリーム　従業員おやつ代",11,,,,借,仕,
H27.7.25,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,322,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,642,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.7.25,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,2010,"てんや　接待飲食代",11,,,,借,仕,
H27.7.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,170,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.7.27,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.27,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,680,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
H27.7.27,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,432,"トップ　ポリ袋代",11,,,,借,仕,
H27.7.28,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3711,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.7.29,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.29,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,405,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.7.29,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4162,"事業用：バーミヤン　従業員残業食事代",11,,,,借,仕,
H27.7.29,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.7.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,248,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.7.31,0,,"",733,"支　払　手数料",,,101,"現　　　　　金",,,11000,"社会保険労務士　大庭敏也　労働保険代行料",11,,,,借,仕,
H27.7.31,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4352,"事業用：川崎アゼリア㈱　従業員残業食事代",11,,,,借,仕,
H27.7.31,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.7.31,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,440,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.7.31,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,36600,"仲西シゲ子　洋服修理代",11,,,,借,仕,
H27.7.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,810,"事業用：㈱髙島屋　従業員お弁当代",11,,,,借,仕,
H27.7.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,270,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.7.1,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,20000,"現金引き出し",,,,,,,
H27.7.1,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.7.1,0,,"",121,"横浜　普通預金",,,196,"店　主　勘　定",,,5000,"現金預け入れ",,,,,,,
H27.7.2,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.7.17,0,,"",121,"横浜　普通預金",,,166,"売　　掛　　金",,,607287,"リフォームＳ㈱",,,,,,,
H27.7.17,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,400000,"現金引き出し",,,,,,,
H27.7.17,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.7.22,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,20000,"現金引き出し",,,,,,,
H27.7.22,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,216,"横浜銀行　手数料",11,,,,借,仕,
H27.7.25,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,10000,"現金引き出し",,,,,,,
H27.7.25,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,216,"横浜銀行　手数料",11,,,,借,仕,
H27.7.27,0,,"",732,"保　　険　　料",,,121,"横浜　普通預金",,,2660,"ニッセイ同和損保　自動車保険",2,,,,借,仕,
H27.7.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,21600,"７月分さくら中央税理士法人",11,,,,借,仕,
H27.7.28,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,100000,"現金引き出し",,,,,,,
H27.7.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.7.6,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,2334,"共　通：６月分ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.7.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",700,"共　通：６月分ＮＴＴ　自宅電話代３０％経費不算入",11,,,,貸,仕,
H27.7.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：７月分自宅家賃",2,,,,借,仕,
H27.7.31,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：７月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.7.7,0,,"",724,"水　道　光熱費",2,"共　通：",196,"店　主　勘　定",,,3973,"共　通：７月分東京電力　自宅電気代",11,,,,借,仕,
H27.7.31,0,,"",196,"店　主　勘　定",,,724,"水　道　光熱費",2,"共　通：",3377,"共　通：７月分東京電力　自宅電気代８５％経費不算入",11,,,,貸,仕,
H27.7.31,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1881,"共　通：食事代３０％自己否認",11,,,,貸,仕,
H27.7.31,0,,"",734,"減　価　償却費",,,223,"減価償却累計額",,,27842,"減価償却仮計上",4,,,,借貸,仕,
H27.7.31,0,,"",721,"旅　費　交通費",,,196,"店　主　勘　定",,,18200,"６／１〜６／３０　通勤高速代",11,,,,借,仕,
H27.7.31,0,,"",743,"専従者　給　与",1,"原昭夫",101,"現　　　　　金",,,80000,"７月分原昭夫",2,,,,借,仕,
H27.7.31,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,42750,"７月分鈴木未央",4,,,,借,仕,
H27.7.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1190,"７月分鈴木美央・通勤費",11,,,,借,仕,
H27.7.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,43940,"７月分鈴木未央",,,,,,,
H27.7.31,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,14400,"７月分利根川清子",4,,,,借,仕,
H27.7.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,3000,"７月分利根川清子・通勤費",11,,,,借,仕,
H27.7.31,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",441,"７月分利根川清子・給与源泉所得税",,,,,,,
H27.7.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,16959,"７月分利根川清子",,,,,,,
H27.7.31,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,119428,"原　悦子",,,,,,,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",582412,"７月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",23436,"７月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",5314,"７月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",25577,"７月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",314766,"７月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.7.31,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,238789,"７月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.7.31,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,5859,"７月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.7.31,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,1062,"７月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.7.31,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,5115,"７月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.7.31,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,78690,"７月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.7.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"７月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.7.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"７月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.7.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,4104,"７月分リフォームＳ㈱　加工承伝票代",11,,,,借,仕,
H27.7.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,7927,"７月分リフォームＳ㈱　糸代",11,,,,借,仕,
H27.7.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,3888,"７月分リフォームＳ㈱　用品袋代",11,,,,借,仕,
H27.7.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,799,"７月分リフォームＳ㈱　　用品袋代Ｍ",11,,,,借,仕,
H27.7.31,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"７月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.7.31,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,13119,"事業用：７月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.7.31,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：７月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.7.31,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3243,"事業用：７月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",356,"７月分ユニクロ割引本部負担金",11,,,,貸,売,
H27.7.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",40,"７月分ベネフィット１０％割引負担",11,,,,貸,売,
H27.7.31,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,566556,"７月分リフォームＳ㈱",,,,,,,
H27.7.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"７月分駐車場：大久保駐車場",11,,,,借,仕,
H27.7.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"７月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.6.30,0,,"",316,"預　　り　　金",3,"　雇用保険料",715,"法　定　福利費",,,2956,"雇用保険料精算",4,,,,貸,仕,
H27.8.1,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,430,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,378,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.8.2,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"大村タクシー　タクシー代",11,,,,借,仕,
H27.8.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.8.2,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.2,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1080,"花小路　得意先お礼",11,,,,借,仕,
H27.8.3,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1230,"イオン東神奈川店　FAXインクリボン代",11,,,,借,仕,
H27.8.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,734,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
H27.8.6,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,491,"イオン東神奈川店　ゴム代",11,,,,借,仕,
H27.8.6,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,11880,"㈲かけはぎ工芸織本　かけはぎ代",11,,,,借,仕,
H27.8.9,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,1090,"平和交通㈱　タクシー代",11,,,,借,仕,
H27.8.13,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3761,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.8.18,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,430,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.19,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"８月分駐車場：大久保駐車場",,,,,,,
H27.8.20,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.8.20,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"神奈川都市交通㈱　タクシー代",11,,,,借,仕,
H27.8.20,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1160,"花の店山田　店用お花代",11,,,,借,仕,
H27.8.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,3595,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.8.20,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.8.20,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.8.21,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,2000,"J・PARK築地　パーキング代",11,,,,借,仕,
H27.8.21,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,8272,"築地ハレの日食堂　接待飲食代",11,,,,借,仕,
H27.8.22,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,4892,"㈱家族亭　接待飲食代",11,,,,借,仕,
H27.8.22,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"８月分駐車場：宮田千鶴子",,,,,,,
H27.8.22,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.22,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,2120,"事業用：珈琲苑　従業員お茶代",11,,,,借,仕,
H27.8.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,350,"共　通：ヴィドフランス　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"大村タクシー　タクシー代",11,,,,借,仕,
H27.8.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,560,"共　通：丸福珈琲店　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,228,"共　通：ヴィドフランス　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.24,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,302,"原　悦子　電車代：新城〜東神奈川",11,,,,借,仕,
H27.8.24,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,266,"原　悦子　電車代：横浜",11,,,,借,仕,
H27.8.24,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,1786,"ユザワヤ　ミシン糸代",11,,,,借,仕,
H27.8.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,3454,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.8.24,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,430,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.24,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.8.25,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"笠原タクシー　タクシー代",11,,,,借,仕,
H27.8.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1080,"事業用：アクアステーション　従業員水代",11,,,,借,仕,
H27.8.26,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.8.26,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,1000,"武蔵新城駅前駐車場　パーキング代",11,,,,借,仕,
H27.8.27,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"7/27石川タクシー　タクシー代",11,,,,借,仕,
H27.8.27,0,,"",731,"修　　繕　　費",,,101,"現　　　　　金",,,2370,"トヨタカローラ横浜　オイル交換代",11,,,,借,仕,
H27.8.27,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,250,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.8.27,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,648,"グラフィア　ペンライト代",11,,,,借,仕,
H27.8.28,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,426,"事業用：イオン東神奈川店　水代",11,,,,借,仕,
H27.8.28,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,820,"大村タクシー　タクシー代",11,,,,借,仕,
H27.8.29,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,266,"原　悦子　電車代：横浜",11,,,,借,仕,
H27.8.29,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1620,"㈱高島屋　得意先贈答品",11,,,,借,仕,
H27.8.29,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,255,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.8.30,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,660,"ドトールコーヒー　接待お茶代",11,,,,借,仕,
